NAME,LSAD,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
"Marshall, MO",Micropolitan Statistical Area,23420,23406,23544,23355,23398,23226,23095,22910,22890,22761
"Saline County, MO",County or equivalent,23420,23406,23544,23355,23398,23226,23095,22910,22890,22761
"Marshalltown, IA",Micropolitan Statistical Area,40722,41013,41032,40995,40722,40352,40135,40078,39888,39369
"Marshall County, IA",County or equivalent,40722,41013,41032,40995,40722,40352,40135,40078,39888,39369
"Martin, TN",Micropolitan Statistical Area,35044,34857,34554,34155,34001,33872,33610,33325,33413,33328
"Weakley County, TN",County or equivalent,35044,34857,34554,34155,34001,33872,33610,33325,33413,33328
"Martinsville, VA",Micropolitan Statistical Area,67895,67148,66604,66164,65554,65199,64641,64169,63677,63111
"Henry County, VA",County or equivalent,54135,53552,53112,52748,52237,51940,51645,51346,51050,50557
"Martinsville city, VA",County or equivalent,13760,13596,13492,13416,13317,13259,12996,12823,12627,12554
"Maryville, MO",Micropolitan Statistical Area,23401,23433,23327,23151,22981,22625,22455,22401,22223,22092
"Nodaway County, MO",County or equivalent,23401,23433,23327,23151,22981,22625,22455,22401,22223,22092
"Mason City, IA",Micropolitan Statistical Area,51680,51532,51195,51017,50763,50486,50567,50454,50055,49831
"Cerro Gordo County, IA",County or equivalent,44097,43971,43699,43528,43206,42983,43096,42999,42642,42450
"Worth County, IA",County or equivalent,7583,7561,7496,7489,7557,7503,7471,7455,7413,7381
"Mayfield, KY",Micropolitan Statistical Area,37262,37613,37566,37406,37583,37248,37217,37190,37319,37266
"Graves County, KY",County or equivalent,37262,37613,37566,37406,37583,37248,37217,37190,37319,37266
"Maysville, KY",Micropolitan Statistical Area,17505,17546,17460,17323,17133,17050,17167,17192,17080,17070
"Mason County, KY",County or equivalent,17505,17546,17460,17323,17133,17050,17167,17192,17080,17070
"McAlester, OK",Micropolitan Statistical Area,45795,45717,45544,45267,44847,44716,44335,44154,43870,43654
"Pittsburg County, OK",County or equivalent,45795,45717,45544,45267,44847,44716,44335,44154,43870,43654
"McComb, MS",Micropolitan Statistical Area,40441,40433,40089,39939,39948,39890,39592,39510,39380,39288
"Pike County, MS",County or equivalent,40441,40433,40089,39939,39948,39890,39592,39510,39380,39288
"McMinnville, TN",Micropolitan Statistical Area,39858,39907,39744,39875,39983,40262,40428,40717,40826,41277
"Warren County, TN",County or equivalent,39858,39907,39744,39875,39983,40262,40428,40717,40826,41277
"McPherson, KS",Micropolitan Statistical Area,29128,29154,29221,29415,28896,28648,28429,28687,28528,28542
"McPherson County, KS",County or equivalent,29128,29154,29221,29415,28896,28648,28429,28687,28528,28542
"Meadville, PA",Micropolitan Statistical Area,88614,88167,87730,87508,87154,86510,86306,85772,85110,84629
"Crawford County, PA",County or equivalent,88614,88167,87730,87508,87154,86510,86306,85772,85110,84629
"Menomonie, WI",Micropolitan Statistical Area,43887,43800,43806,44046,44075,44267,44354,44714,45091,45368
"Dunn County, WI",County or equivalent,43887,43800,43806,44046,44075,44267,44354,44714,45091,45368
"Meridian, MS",Micropolitan Statistical Area,107572,107632,107177,106939,105764,104481,103307,102207,100556,99408
"Clarke County, MS",County or equivalent,16727,16695,16529,16417,16276,16022,15896,15805,15585,15541
"Kemper County, MS",County or equivalent,10449,10289,10389,10294,10222,10111,10035,10093,9733,9742
"Lauderdale County, MS",County or equivalent,80396,80648,80259,80228,79266,78348,77376,76309,75238,74125
"Mexico, MO",Micropolitan Statistical Area,25453,25527,25524,25545,25816,25950,25870,25590,25423,25388
"Audrain County, MO",County or equivalent,25453,25527,25524,25545,25816,25950,25870,25590,25423,25388
"Miami, OK",Micropolitan Statistical Area,31859,31869,32181,32163,31929,31862,31592,31368,31319,31127
"Ottawa County, OK",County or equivalent,31859,31869,32181,32163,31929,31862,31592,31368,31319,31127
"Middlesborough, KY",Micropolitan Statistical Area,28709,28658,28284,28031,27826,27370,27204,26863,26487,26032
"Bell County, KY",County or equivalent,28709,28658,28284,28031,27826,27370,27204,26863,26487,26032
"Milledgeville, GA",Micropolitan Statistical Area,55137,54570,55589,55130,54481,54127,53892,53502,53261,53347
"Baldwin County, GA",County or equivalent,45704,45175,46510,46178,45910,45549,45259,44963,44893,44890
"Hancock County, GA",County or equivalent,9433,9395,9079,8952,8571,8578,8633,8539,8368,8457
"Minden, LA",Micropolitan Statistical Area,41199,41244,40908,40660,40285,40061,39751,39264,38792,38340
"Webster Parish, LA",County or equivalent,41199,41244,40908,40660,40285,40061,39751,39264,38792,38340
"Mineral Wells, TX",Micropolitan Statistical Area,28095,28062,27867,27886,28041,27966,28125,28544,28874,29189
"Palo Pinto County, TX",County or equivalent,28095,28062,27867,27886,28041,27966,28125,28544,28874,29189
"Minot, ND",Micropolitan Statistical Area,70007,72207,73219,75919,77419,79229,77976,76861,75879,75713
"McHenry County, ND",County or equivalent,5402,5501,5800,5908,5977,5975,5970,5890,5808,5745
"Renville County, ND",County or equivalent,2484,2497,2556,2613,2573,2551,2517,2455,2358,2327
"Ward County, ND",County or equivalent,62121,64209,64863,67398,68869,70703,69489,68516,67713,67641
"Mitchell, SD",Micropolitan Statistical Area,22812,23094,23332,23343,23388,23303,23394,23279,23148,23228
"Davison County, SD",County or equivalent,19482,19720,19952,19941,19967,19916,20011,19870,19784,19775
"Hanson County, SD",County or equivalent,3330,3374,3380,3402,3421,3387,3383,3409,3364,3453
"Moberly, MO",Micropolitan Statistical Area,25458,25282,25334,24945,25050,25041,24970,24899,24732,24748
"Randolph County, MO",County or equivalent,25458,25282,25334,24945,25050,25041,24970,24899,24732,24748
"Montrose, CO",Micropolitan Statistical Area,45642,45397,45157,45101,45159,45170,45940,46566,47028,47710
"Montrose County, CO",County or equivalent,41186,40974,40650,40549,40585,40562,41151,41753,42206,42758
"Ouray County, CO",County or equivalent,4456,4423,4507,4552,4574,4608,4789,4813,4822,4952
"Morehead City, NC",Micropolitan Statistical Area,66700,67418,67770,68388,68629,68712,68808,68921,69438,69473
"Carteret County, NC",County or equivalent,66700,67418,67770,68388,68629,68712,68808,68921,69438,69473
"Morgan City, LA",Micropolitan Statistical Area,54550,54187,53562,53581,53273,52876,52069,50708,49841,49348
"St. Mary Parish, LA",County or equivalent,54550,54187,53562,53581,53273,52876,52069,50708,49841,49348
"Moscow, ID",Micropolitan Statistical Area,37255,37855,38094,38220,38517,38796,39050,39741,39829,40108
"Latah County, ID",County or equivalent,37255,37855,38094,38220,38517,38796,39050,39741,39829,40108
"Moses Lake, WA",Micropolitan Statistical Area,89558,90594,91300,91701,92897,93527,94221,95357,96672,97733
"Grant County, WA",County or equivalent,89558,90594,91300,91701,92897,93527,94221,95357,96672,97733
"Moultrie, GA",Micropolitan Statistical Area,45634,45772,46013,46126,45864,45466,45429,45480,45455,45600
"Colquitt County, GA",County or equivalent,45634,45772,46013,46126,45864,45466,45429,45480,45455,45600
"Mountain Home, AR",Micropolitan Statistical Area,41510,41349,41080,40983,40888,41138,41131,41308,41624,41932
"Baxter County, AR",County or equivalent,41510,41349,41080,40983,40888,41138,41131,41308,41624,41932
"Mountain Home, ID",Micropolitan Statistical Area,27121,26221,26287,26267,26226,25826,26137,26881,27362,27511
"Elmore County, ID",County or equivalent,27121,26221,26287,26267,26226,25826,26137,26881,27362,27511
"Mount Airy, NC",Micropolitan Statistical Area,73775,73496,73295,72643,72487,71998,72008,72107,71959,71783
"Surry County, NC",County or equivalent,73775,73496,73295,72643,72487,71998,72008,72107,71959,71783
"Mount Gay-Shamrock, WV",Micropolitan Statistical Area,36723,36461,36316,35933,35251,34441,33674,33028,32609,32019
"Logan County, WV",County or equivalent,36723,36461,36316,35933,35251,34441,33674,33028,32609,32019
"Mount Pleasant, MI",Micropolitan Statistical Area,70294,70615,70666,70224,70094,70767,71263,71077,70463,69872
"Isabella County, MI",County or equivalent,70294,70615,70666,70224,70094,70767,71263,71077,70463,69872
"Mount Pleasant, TX",Micropolitan Statistical Area,44817,44874,45099,45049,45159,45325,45234,45464,45726,45844
"Camp County, TX",County or equivalent,12398,12422,12487,12462,12657,12699,12771,12845,12983,13094
"Titus County, TX",County or equivalent,32419,32452,32612,32587,32502,32626,32463,32619,32743,32750
"Mount Sterling, KY",Micropolitan Statistical Area,44538,44885,44978,45545,45799,46152,46361,46759,46990,47146
"Bath County, KY",County or equivalent,11618,11715,11780,11975,12130,12203,12246,12381,12444,12500
"Menifee County, KY",County or equivalent,6371,6419,6338,6341,6304,6373,6449,6465,6437,6489
"Montgomery County, KY",County or equivalent,26549,26751,26860,27229,27365,27576,27666,27913,28109,28157
"Mount Vernon, IL",Micropolitan Statistical Area,38755,38749,38658,38641,38374,38272,38214,38045,37708,37684
"Jefferson County, IL",County or equivalent,38755,38749,38658,38641,38374,38272,38214,38045,37708,37684
"Mount Vernon, OH",Micropolitan Statistical Area,61090,61283,60764,60858,61000,61001,60909,61271,61900,62322
"Knox County, OH",County or equivalent,61090,61283,60764,60858,61000,61001,60909,61271,61900,62322
"Murray, KY",Micropolitan Statistical Area,37348,37667,38046,38425,38452,38656,38733,38832,38964,39001
"Calloway County, KY",County or equivalent,37348,37667,38046,38425,38452,38656,38733,38832,38964,39001
"Muscatine, IA",Micropolitan Statistical Area,42803,42842,42916,43010,43028,43068,42968,42872,42874,42664
"Muscatine County, IA",County or equivalent,42803,42842,42916,43010,43028,43068,42968,42872,42874,42664
"Muskogee, OK",Micropolitan Statistical Area,71129,70763,70529,70172,69725,69319,69012,69027,68324,67997
"Muskogee County, OK",County or equivalent,71129,70763,70529,70172,69725,69319,69012,69027,68324,67997
"Nacogdoches, TX",Micropolitan Statistical Area,64685,65655,65866,65193,65240,65462,65549,65317,65161,65204
"Nacogdoches County, TX",County or equivalent,64685,65655,65866,65193,65240,65462,65549,65317,65161,65204
"Natchez, MS-LA",Micropolitan Statistical Area,53413,53277,52692,52611,52551,51789,51539,51308,50630,49952
"Concordia Parish, LA",County or equivalent,20839,20842,20501,20500,20479,20228,19970,19846,19586,19259
"Adams County, MS",County or equivalent,32574,32435,32191,32111,32072,31561,31569,31462,31044,30693
"Natchitoches, LA",Micropolitan Statistical Area,39528,39386,39339,39118,39124,39004,39024,39042,38616,38158
"Natchitoches Parish, LA",County or equivalent,39528,39386,39339,39118,39124,39004,39024,39042,38616,38158
"Newberry, SC",Micropolitan Statistical Area,37609,37502,37531,37461,37660,37772,37934,38381,38443,38440
"Newberry County, SC",County or equivalent,37609,37502,37531,37461,37660,37772,37934,38381,38443,38440
"New Castle, IN",Micropolitan Statistical Area,49530,49216,49112,48843,48886,48655,48345,48170,48131,47972
"Henry County, IN",County or equivalent,49530,49216,49112,48843,48886,48655,48345,48170,48131,47972
"New Castle, PA",Micropolitan Statistical Area,91018,90522,89883,89258,88644,88122,87325,86546,86128,85512
"Lawrence County, PA",County or equivalent,91018,90522,89883,89258,88644,88122,87325,86546,86128,85512
"New Philadelphia-Dover, OH",Micropolitan Statistical Area,92543,92483,92413,92602,92652,92739,92560,92308,92079,91987
"Tuscarawas County, OH",County or equivalent,92543,92483,92413,92602,92652,92739,92560,92308,92079,91987
"Newport, OR",Micropolitan Statistical Area,45999,45871,46164,46322,46343,46999,47793,48757,49224,49962
"Lincoln County, OR",County or equivalent,45999,45871,46164,46322,46343,46999,47793,48757,49224,49962
"Newport, TN",Micropolitan Statistical Area,35640,35432,35530,35400,35266,35138,35234,35528,35858,36004
"Cocke County, TN",County or equivalent,35640,35432,35530,35400,35266,35138,35234,35528,35858,36004
"New Ulm, MN",Micropolitan Statistical Area,25843,25658,25412,25267,25272,25240,25272,25172,25125,25008
"Brown County, MN",County or equivalent,25843,25658,25412,25267,25272,25240,25272,25172,25125,25008
"Nogales, AZ",Micropolitan Statistical Area,47415,47667,47359,46939,46636,46542,46400,46566,46395,46498
"Santa Cruz County, AZ",County or equivalent,47415,47667,47359,46939,46636,46542,46400,46566,46395,46498
"Norfolk, NE",Micropolitan Statistical Area,48363,48375,48362,48414,48384,48133,48098,48199,48304,48167
"Madison County, NE",County or equivalent,34961,35005,35084,35147,35083,34999,34979,35132,35189,35099
"Pierce County, NE",County or equivalent,7260,7194,7187,7180,7204,7190,7144,7093,7145,7148
"Stanton County, NE",County or equivalent,6142,6176,6091,6087,6097,5944,5975,5974,5970,5920
"North Platte, NE",Micropolitan Statistical Area,37561,37360,37267,37241,36925,36781,36782,36523,36393,36156
"Lincoln County, NE",County or equivalent,36250,36030,35973,35936,35648,35501,35487,35265,35148,34914
"Logan County, NE",County or equivalent,772,779,785,777,767,791,792,765,755,748
"McPherson County, NE",County or equivalent,539,551,509,528,510,489,503,493,490,494
"North Vernon, IN",Micropolitan Statistical Area,28481,28155,28145,28227,27916,27834,27648,27652,27679,27735
"Jennings County, IN",County or equivalent,28481,28155,28145,28227,27916,27834,27648,27652,27679,27735
"North Wilkesboro, NC",Micropolitan Statistical Area,69264,68948,68906,68609,68414,68298,68581,68489,68563,68412
"Wilkes County, NC",County or equivalent,69264,68948,68906,68609,68414,68298,68581,68489,68563,68412
"Norwalk, OH",Micropolitan Statistical Area,59560,59416,59204,58825,58610,58307,58367,58393,58364,58266
"Huron County, OH",County or equivalent,59560,59416,59204,58825,58610,58307,58367,58393,58364,58266
"Oak Harbor, WA",Micropolitan Statistical Area,78693,78941,79039,78198,78690,80022,81692,83250,84227,85141
"Island County, WA",County or equivalent,78693,78941,79039,78198,78690,80022,81692,83250,84227,85141
"Ogdensburg-Massena, NY",Micropolitan Statistical Area,111812,112277,112355,111931,111437,110348,109449,108699,108327,107740
"St. Lawrence County, NY",County or equivalent,111812,112277,112355,111931,111437,110348,109449,108699,108327,107740
"Oil City, PA",Micropolitan Statistical Area,54972,54682,54188,53811,53348,52954,52477,51790,51201,50668
"Venango County, PA",County or equivalent,54972,54682,54188,53811,53348,52954,52477,51790,51201,50668
"Okeechobee, FL",Micropolitan Statistical Area,40025,39869,39710,39482,39569,39854,40769,41275,41654,42168
"Okeechobee County, FL",County or equivalent,40025,39869,39710,39482,39569,39854,40769,41275,41654,42168
"Olean, NY",Micropolitan Statistical Area,80218,79815,79348,78996,78677,77926,77658,77176,76726,76117
"Cattaraugus County, NY",County or equivalent,80218,79815,79348,78996,78677,77926,77658,77176,76726,76117
"Oneonta, NY",Micropolitan Statistical Area,62259,61971,61747,61614,60950,60504,60132,59920,59810,59493
"Otsego County, NY",County or equivalent,62259,61971,61747,61614,60950,60504,60132,59920,59810,59493
"Ontario, OR-ID",Micropolitan Statistical Area,53986,53511,53426,53184,53098,53001,53228,53548,54060,54522
"Payette County, ID",County or equivalent,22637,22547,22675,22550,22754,22790,22888,23163,23507,23951
"Malheur County, OR",County or equivalent,31349,30964,30751,30634,30344,30211,30340,30385,30553,30571
"Opelousas, LA",Micropolitan Statistical Area,83495,83442,83466,83415,83680,83649,83768,83535,82782,82124
"St. Landry Parish, LA",County or equivalent,83495,83442,83466,83415,83680,83649,83768,83535,82782,82124
"Orangeburg, SC",Micropolitan Statistical Area,92321,91697,91461,90673,90049,89159,88419,87671,87013,86175
"Orangeburg County, SC",County or equivalent,92321,91697,91461,90673,90049,89159,88419,87671,87013,86175
